epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,19,,,0.42192643880844116
0,19,0.5373657941818237,,
1,39,,,0.3487045168876648
1,39,0.3790082335472107,,
2,49,,0.33592134714126587,
2,59,,,0.30599966645240784
2,59,0.3250623345375061,,
3,79,,,0.2763802707195282
3,79,0.2890361249446869,,
4,99,,0.27893391251564026,
4,99,,,0.2525005340576172
4,99,0.264091819524765,,
5,119,,,0.23288722336292267
5,119,0.24235966801643372,,
6,139,,,0.21624457836151123
6,139,0.22259938716888428,,
7,149,,0.22505982220172882,
7,159,,,0.20175710320472717
7,159,0.20819023251533508,,
8,179,,,0.188717782497406
8,179,0.19452595710754395,,
9,199,,0.1891651451587677,
9,199,,,0.17718690633773804
9,199,0.1827298253774643,,
10,219,,,0.16689424216747284
10,219,0.1707468181848526,,
11,239,,,0.1579023003578186
11,239,0.16095931828022003,,
12,249,,0.136710524559021,
12,259,,,0.1501341313123703
12,259,0.1522798240184784,,
13,279,,,0.1431383639574051
13,279,0.1449369639158249,,
14,299,,0.12632523477077484,
14,299,,,0.1366349309682846
14,299,0.13881441950798035,,
15,319,,,0.13142569363117218
15,319,0.1328303962945938,,
16,339,,,0.12665794789791107
16,339,0.1272788792848587,,
17,349,,0.11967314779758453,
17,359,,,0.12215379625558853
17,359,0.12268010526895523,,
18,379,,,0.11817283928394318
18,379,0.11814979463815689,,
19,399,,0.12691892683506012,
19,399,,,0.11428216844797134
19,399,0.11434674263000488,,
20,419,,,0.11083268374204636
20,419,0.11066417396068573,,
21,439,,,0.10825559496879578
21,439,0.10783980041742325,,
22,449,,0.10563729703426361,
22,459,,,0.10536540299654007
22,459,0.10429725795984268,,
23,479,,,0.10301671922206879
23,479,0.10145507007837296,,
24,499,,0.08516684919595718,
24,499,,,0.10025155544281006
24,499,0.09948814660310745,,
25,519,,,0.09784393757581711
25,519,0.0975472629070282,,
26,539,,,0.09607700258493423
26,539,0.0948672965168953,,
27,549,,0.09700403362512589,
27,559,,,0.09378095716238022
27,559,0.09332866221666336,,
28,579,,,0.09204202145338058
28,579,0.09068437665700912,,
29,599,,0.09345000237226486,
29,599,,,0.09020673483610153
29,599,0.08887681365013123,,
30,619,,,0.0886807069182396
30,619,0.08765731751918793,,
31,639,,,0.08704643696546555
31,639,0.08610560745000839,,
