ACC,pred_Membrane,pred_Cytoplasm,pred_Nucleus,pred_Extracellular,pred_Cell membrane,pred_Mitochondrion,pred_Plastid,pred_Endoplasmic reticulum,pred_Lysosome/Vacuole,pred_Golgi apparatus,pred_Peroxisome,pred_loc_Membrane,pred_loc_Cytoplasm,pred_loc_Nucleus,pred_loc_Extracellular,pred_loc_Cell membrane,pred_loc_Mitochondrion,pred_loc_Plastid,pred_loc_Endoplasmic reticulum,pred_loc_Lysosome/Vacuole,pred_loc_Golgi apparatus,pred_loc_Peroxisome,true_loc_Membrane,true_loc_Cytoplasm,true_loc_Nucleus,true_loc_Extracellular,true_loc_Cell membrane,true_loc_Mitochondrion,true_loc_Plastid,true_loc_Endoplasmic reticulum,true_loc_Lysosome/Vacuole,true_loc_Golgi apparatus,true_loc_Peroxisome
Q28165,0.09423828,0.63671875,0.73828125,0.055908203,0.16601562,0.103515625,0.00039291382,0.16113281,0.07910156,0.034179688,0.0010299683,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86U42,0.095214844,0.6328125,0.73828125,0.05834961,0.16699219,0.10839844,0.00039291382,0.16210938,0.07910156,0.03564453,0.0010299683,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96P70,0.15039062,0.5625,0.7421875,0.0039367676,0.106933594,0.041992188,0.0024719238,0.056640625,0.140625,0.203125,0.0024719238,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q01167,0.036132812,0.34960938,0.96484375,0.043945312,0.037841797,0.026367188,0.00023078918,0.00970459,0.0154418945,0.03112793,0.00012302399,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BKC5,0.19042969,0.71875,0.77734375,0.005554199,0.17773438,0.057373047,0.0016479492,0.048828125,0.07910156,0.14160156,0.010009766,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3UCQ1,0.036132812,0.33984375,0.9609375,0.041992188,0.036865234,0.025146484,0.00021648407,0.010681152,0.016967773,0.03515625,0.00013160706,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y2U8,0.91796875,0.12890625,0.35546875,0.0037078857,0.33984375,0.09033203,0.005218506,0.859375,0.17480469,0.46875,0.048095703,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P82673,0.25390625,0.23535156,0.26367188,0.048095703,0.099609375,0.8125,0.045410156,0.09667969,0.078125,0.10498047,0.0075683594,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NX46,0.21972656,0.62109375,0.41796875,0.06542969,0.29296875,0.52734375,0.00062561035,0.078125,0.09033203,0.12402344,0.0068969727,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q6H3X3,0.5390625,0.26367188,0.19824219,0.23632812,0.58984375,0.17480469,0.0009384155,0.51171875,0.49609375,0.12792969,0.04272461,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8TBC3,0.34570312,0.5546875,0.515625,0.021240234,0.31640625,0.17773438,0.00060653687,0.34570312,0.2890625,0.15332031,0.0032806396,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O75489,0.25976562,0.18261719,0.095214844,0.06347656,0.12597656,0.96484375,0.018310547,0.075683594,0.103515625,0.15429688,0.03515625,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96BY9,0.640625,0.19824219,0.25976562,0.15234375,0.23632812,0.13671875,0.02368164,0.84375,0.421875,0.3125,0.032470703,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9JIF0,0.20019531,0.625,0.65625,0.020019531,0.265625,0.13085938,0.0030822754,0.024780273,0.08251953,0.33984375,0.0031738281,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99873,0.19335938,0.62109375,0.66015625,0.019165039,0.25585938,0.13183594,0.0029754639,0.025146484,0.08154297,0.33789062,0.0030822754,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q63009,0.21289062,0.625,0.6796875,0.016357422,0.27539062,0.12402344,0.004058838,0.02368164,0.07373047,0.33984375,0.0032806396,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99567,0.39648438,0.4453125,0.56640625,0.0071105957,0.3671875,0.11425781,0.00023078918,0.23632812,0.18945312,0.14257812,0.00041770935,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9SSA5,0.5,0.07714844,0.1328125,0.055908203,0.075683594,0.18164062,0.9609375,0.10107422,0.08642578,0.16015625,0.014953613,True,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q6ZRP7,0.66015625,0.20214844,0.171875,0.17480469,0.34375,0.07714844,0.0018692017,0.7578125,0.42382812,0.44140625,0.15039062,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q640Z6,0.26757812,0.28125,0.9375,0.0154418945,0.04345703,0.16308594,0.00026130676,0.033203125,0.0154418945,0.091308594,0.049560547,False,False,True,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5DEL3,0.29101562,0.38867188,0.19824219,0.15429688,0.27929688,0.15625,0.008605957,0.32617188,0.17480469,0.28125,0.051757812,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7IVR4-4,0.045410156,0.40625,0.78125,0.10107422,0.006500244,0.049560547,0.0030822754,0.072753906,0.012451172,0.031982422,0.004058838,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P18146,0.061767578,0.359375,0.93359375,0.013244629,0.080566406,0.08251953,0.0020446777,0.055908203,0.06298828,0.034179688,0.005218506,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08046,0.06298828,0.35546875,0.93359375,0.014953613,0.08496094,0.08496094,0.0022583008,0.052734375,0.064453125,0.029785156,0.0057373047,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96C12,0.28710938,0.72265625,0.453125,0.05029297,0.28320312,0.16699219,0.0037078857,0.53125,0.4140625,0.62890625,0.0009994507,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08503,0.27148438,0.12988281,0.09033203,0.06933594,0.07714844,0.94921875,0.040771484,0.036865234,0.051757812,0.07470703,0.10253906,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P11181,0.32421875,0.14257812,0.11279297,0.013244629,0.07080078,0.93359375,0.022583008,0.10839844,0.06298828,0.203125,0.014038086,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NPA0,0.73828125,0.23339844,0.17480469,0.041503906,0.30664062,0.06640625,0.010009766,0.80859375,0.10498047,0.1875,0.06738281,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q969N2,0.8515625,0.26953125,0.087402344,0.010681152,0.41796875,0.17285156,0.0011672974,0.953125,0.28710938,0.49023438,0.04663086,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9NTJ4,0.296875,0.46289062,0.3203125,0.21484375,0.38085938,0.083984375,0.002319336,0.40820312,0.40820312,0.5234375,0.004058838,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q91W89,0.32226562,0.47070312,0.33007812,0.15234375,0.4140625,0.06542969,0.003479004,0.43945312,0.48242188,0.46679688,0.0021209717,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5EBP3,0.41015625,0.75,0.38085938,0.041503906,0.45117188,0.10986328,0.00592041,0.4921875,0.3359375,0.55078125,0.0007324219,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VWZ2-2,0.29492188,0.53125,0.26171875,0.27539062,0.119140625,0.55078125,0.024780273,0.42578125,0.16992188,0.23242188,0.123535156,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VWZ2,0.24316406,0.46679688,0.23046875,0.26953125,0.071777344,0.66015625,0.029296875,0.32421875,0.13476562,0.18457031,0.18457031,False,False,False,False,False,True,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6VN19,0.20605469,0.63671875,0.7265625,0.028442383,0.09814453,0.040283203,0.00024604797,0.15332031,0.35351562,0.3046875,0.09423828,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6VN20,0.20019531,0.6328125,0.70703125,0.03112793,0.09667969,0.055908203,0.00014019012,0.15039062,0.375,0.3125,0.115722656,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q02040,0.087402344,0.2734375,0.91015625,0.09277344,0.119140625,0.03173828,0.0028839111,0.07373047,0.005218506,0.018798828,0.0015029907,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P82195,0.24609375,0.091308594,0.12402344,0.009155273,0.03564453,0.19824219,0.99609375,0.026733398,0.059326172,0.0390625,0.031982422,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P23709,0.25585938,0.17675781,0.087402344,0.059326172,0.13476562,0.953125,0.024780273,0.056640625,0.11425781,0.17871094,0.036132812,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q3MHY7,0.24511719,0.13671875,0.15234375,0.026367188,0.13574219,0.98046875,0.0030822754,0.028930664,0.059326172,0.030273438,0.01361084,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q7Z7H8,0.26171875,0.14648438,0.15136719,0.02331543,0.14257812,0.98046875,0.002319336,0.032470703,0.061035156,0.029785156,0.010314941,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96AE7,0.25976562,0.42773438,0.22558594,0.12988281,0.24609375,0.16210938,0.005065918,0.29101562,0.15527344,0.26953125,0.048095703,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NVX2,0.19921875,0.43945312,0.7109375,0.028442383,0.2265625,0.115722656,0.00062561035,0.031982422,0.06542969,0.03173828,0.3671875,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R2U2,0.14453125,0.31445312,0.77734375,0.05029297,0.103515625,0.14550781,0.010314941,0.12597656,0.14941406,0.091308594,0.103515625,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BT78,0.21484375,0.54296875,0.69140625,0.018554688,0.12890625,0.08886719,0.0009994507,0.203125,0.34570312,0.3828125,0.00088119507,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6T3U3,0.9453125,0.095214844,0.13671875,0.022338867,0.796875,0.040771484,0.00592041,0.5078125,0.37109375,0.48828125,0.06640625,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q92896,0.859375,0.12695312,0.21875,0.43554688,0.30859375,0.07714844,0.005554199,0.54296875,0.49609375,0.734375,0.123535156,True,False,False,False,False,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P49406,0.30078125,0.14746094,0.12988281,0.111328125,0.12011719,0.9296875,0.021240234,0.078125,0.13085938,0.125,0.01586914,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9SI75,0.34570312,0.07373047,0.10107422,0.022949219,0.06298828,0.31054688,0.984375,0.048828125,0.068359375,0.055908203,0.060058594,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q8IYE1,0.20605469,0.76953125,0.51953125,0.12890625,0.10986328,0.12792969,0.008300781,0.18457031,0.1328125,0.73046875,0.0011672974,False,True,False,False,False,False,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q949M9,0.115722656,0.83203125,0.515625,0.09033203,0.046142578,0.30859375,0.010009766,0.17773438,0.10839844,0.04663086,0.123535156,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8IXB8,0.13183594,0.80859375,0.38671875,0.08886719,0.11767578,0.34960938,0.017456055,0.1328125,0.048828125,0.060058594,0.044677734,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96GM8,0.12890625,0.35742188,0.6328125,0.10839844,0.049560547,0.12988281,0.001701355,0.12988281,0.07470703,0.030273438,0.0015029907,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
