epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,20,,,0.41152969002723694
0,20,0.5377429127693176,,
1,41,,,0.3282943367958069
1,41,0.37297898530960083,,
2,49,,0.32510027289390564,
2,62,,,0.2836028039455414
2,62,0.3115801215171814,,
3,83,,,0.2535160481929779
3,83,0.27556195855140686,,
4,99,,0.2417234629392624,
4,104,,,0.23164527118206024
4,104,0.25135093927383423,,
5,125,,,0.21307460963726044
5,125,0.22984395921230316,,
6,146,,,0.19703875482082367
6,146,0.211902916431427,,
7,149,,0.21068044006824493,
7,167,,,0.18272411823272705
7,167,0.1971517950296402,,
8,188,,,0.17105476558208466
8,188,0.18401263654232025,,
9,199,,0.18586164712905884,
9,209,,,0.16082440316677094
9,209,0.17219164967536926,,
10,230,,,0.15153229236602783
10,230,0.1636282354593277,,
11,249,,0.12867003679275513,
11,251,,,0.14355012774467468
11,251,0.154889315366745,,
12,272,,,0.13648878037929535
12,272,0.1462043970823288,,
13,293,,,0.13017946481704712
13,293,0.1387936919927597,,
14,299,,0.13396628201007843,
14,314,,,0.125281423330307
14,314,0.1334325224161148,,
15,335,,,0.12007308751344681
15,335,0.12632200121879578,,
16,349,,0.12465967237949371,
16,356,,,0.11597426980733871
16,356,0.12229929864406586,,
17,377,,,0.11208473145961761
17,377,0.1175803691148758,,
18,398,,,0.10875532031059265
18,398,0.11438814550638199,,
19,399,,0.11674097180366516,
19,419,,,0.10565229505300522
19,419,0.11044758558273315,,
20,440,,,0.1024998277425766
20,440,0.10570551455020905,,
21,449,,0.10541043430566788,
21,461,,,0.10000084340572357
21,461,0.10327989608049393,,
22,482,,,0.0981934517621994
22,482,0.1006457582116127,,
23,499,,0.09098170697689056,
23,503,,,0.09544561803340912
23,503,0.09851571172475815,,
24,524,,,0.09349381923675537
24,524,0.09545900672674179,,
25,545,,,0.09117848426103592
25,545,0.09347992390394211,,
26,549,,0.08991830796003342,
26,566,,,0.08989814668893814
26,566,0.09167667478322983,,
27,587,,,0.08873812109231949
27,587,0.08927049487829208,,
28,599,,0.07006041705608368,
28,608,,,0.08651360124349594
28,608,0.08738169819116592,,
29,629,,,0.08542989194393158
29,629,0.08605547994375229,,
30,649,,0.08420916646718979,
30,650,,,0.0839698389172554
30,650,0.08432768285274506,,
31,671,,,0.08256516605615616
31,671,0.08251571655273438,,
32,692,,,0.0820309966802597
32,692,0.08040782064199448,,
33,699,,0.0850314199924469,
33,713,,,0.08063994348049164
33,713,0.07938632369041443,,
34,734,,,0.07930036634206772
34,734,0.07759455591440201,,
35,749,,0.06628552079200745,
35,755,,,0.07829441130161285
35,755,0.07705415785312653,,
36,776,,,0.07747776806354523
36,776,0.07435335218906403,,
37,797,,,0.07618803530931473
37,797,0.0742718055844307,,
38,799,,0.06694576889276505,
38,818,,,0.07519606500864029
38,818,0.07335864007472992,,
39,839,,,0.07520803064107895
39,839,0.07161857187747955,,
40,849,,0.0735877975821495,
40,860,,,0.07392028719186783
40,860,0.070472851395607,,
41,881,,,0.07307416945695877
41,881,0.06867364048957825,,
42,899,,0.06730140745639801,
42,902,,,0.07280099391937256
42,902,0.06856049597263336,,
43,923,,,0.0719045028090477
43,923,0.06798300892114639,,
44,944,,,0.07130850851535797
44,944,0.06668839603662491,,
45,949,,0.06826280802488327,
45,965,,,0.07028762251138687
45,965,0.06587710231542587,,
46,986,,,0.07043413072824478
46,986,0.06559072434902191,,
47,999,,0.06632072478532791,
47,1007,,,0.0690152645111084
47,1007,0.06483416259288788,,
48,1028,,,0.06939075887203217
48,1028,0.06394299119710922,,
49,1049,,0.06213418021798134,
49,1049,,,0.0682511255145073
49,1049,0.06339096277952194,,
50,1070,,,0.06814495474100113
50,1070,0.0628272071480751,,
51,1091,,,0.06783117353916168
51,1091,0.06188315898180008,,
52,1099,,0.06168869510293007,
52,1112,,,0.0666700005531311
52,1112,0.061044640839099884,,
53,1133,,,0.06669393926858902
53,1133,0.06066974997520447,,
54,1149,,0.05915782228112221,
54,1154,,,0.06598404794931412
54,1154,0.0590265691280365,,
55,1175,,,0.06623642891645432
55,1175,0.05844438076019287,,
56,1196,,,0.06486546248197556
56,1196,0.05863071233034134,,
57,1199,,0.05288505181670189,
57,1217,,,0.06547445803880692
57,1217,0.0582486055791378,,
58,1238,,,0.0638851597905159
58,1238,0.056810420006513596,,
59,1249,,0.05659941956400871,
59,1259,,,0.06444598734378815
59,1259,0.05687859654426575,,
60,1280,,,0.06349755078554153
60,1280,0.05630726367235184,,
61,1299,,0.05249553173780441,
61,1301,,,0.06285087019205093
61,1301,0.055544059723615646,,
62,1322,,,0.0627390518784523
62,1322,0.05609888583421707,,
63,1343,,,0.061811111867427826
63,1343,0.0548766627907753,,
64,1349,,0.05334931239485741,
64,1364,,,0.06252138316631317
64,1364,0.0541444830596447,,
65,1385,,,0.06093214824795723
65,1385,0.054489362984895706,,
66,1399,,0.03894329443573952,
66,1406,,,0.06173010542988777
66,1406,0.05384420230984688,,
67,1427,,,0.06105164438486099
67,1427,0.05239148810505867,,
68,1448,,,0.06112045422196388
68,1448,0.05276999622583389,,
69,1449,,0.04341506212949753,
69,1469,,,0.06040271744132042
69,1469,0.0520334430038929,,
70,1490,,,0.059942349791526794
70,1490,0.052090100944042206,,
71,1499,,0.037423525005578995,
71,1511,,,0.05974474921822548
71,1511,0.051296740770339966,,
72,1532,,,0.059635888785123825
72,1532,0.050810638815164566,,
73,1549,,0.04433835297822952,
73,1553,,,0.05912841856479645
