epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,19,,,0.43258509039878845
0,19,0.5436862707138062,,
1,39,,,0.3492650091648102
1,39,0.39658981561660767,,
2,49,,0.3209170699119568,
2,59,,,0.3027040660381317
2,59,0.3345032334327698,,
3,79,,,0.2728404700756073
3,79,0.29682236909866333,,
4,99,,0.2489585131406784,
4,99,,,0.24940334260463715
4,99,0.2704736888408661,,
5,119,,,0.23049242794513702
5,119,0.2487085610628128,,
6,139,,,0.21478579938411713
6,139,0.23032569885253906,,
7,149,,0.22184570133686066,
7,159,,,0.2004081755876541
7,159,0.21559548377990723,,
8,179,,,0.18848329782485962
8,179,0.20148487389087677,,
9,199,,0.20950940251350403,
9,199,,,0.1773761659860611
9,199,0.18874704837799072,,
10,219,,,0.16805042326450348
10,219,0.1781424880027771,,
11,239,,,0.16009818017482758
11,239,0.16857954859733582,,
12,249,,0.15378780663013458,
12,259,,,0.1518017202615738
12,259,0.15961870551109314,,
13,279,,,0.14579729735851288
13,279,0.1529725193977356,,
14,299,,0.13928738236427307,
14,299,,,0.1403369903564453
14,299,0.14607447385787964,,
15,319,,,0.13453969359397888
15,319,0.14015790820121765,,
16,339,,,0.12984630465507507
16,339,0.1343587338924408,,
17,349,,0.13666070997714996,
17,359,,,0.12607449293136597
17,359,0.12994466722011566,,
18,379,,,0.12162777781486511
18,379,0.12468896061182022,,
19,399,,0.12346283346414566,
19,399,,,0.11818785965442657
19,399,0.12107430398464203,,
20,419,,,0.11443475633859634
20,419,0.1171419769525528,,
21,439,,,0.11243563890457153
21,439,0.11442400515079498,,
22,449,,0.11867817491292953,
22,459,,,0.10952699929475784
22,459,0.1105675920844078,,
23,479,,,0.10744436830282211
23,479,0.10876170545816422,,
24,499,,0.09367278963327408,
24,499,,,0.10527798533439636
24,499,0.10586963593959808,,
25,519,,,0.10297294706106186
25,519,0.10336656868457794,,
26,539,,,0.10127054899930954
26,539,0.10173918306827545,,
27,549,,0.1158442497253418,
27,559,,,0.09890756756067276
27,559,0.0999361127614975,,
