Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
Q28165,Cytoplasm|Nucleus,Nuclear localization signal,0.5810999870300293,0.7027000188827515,0.1096000000834465,0.15940000116825104,0.10379999876022339,0.002899999963119626,0.09489999711513519,0.12120000272989273,0.19460000097751617,0.006500000134110451
Q86U42,Cytoplasm|Nucleus,Nuclear localization signal,0.5846999883651733,0.699400007724762,0.10869999974966049,0.16089999675750732,0.10289999842643738,0.0026000000070780516,0.09359999746084213,0.12280000001192093,0.19580000638961792,0.006300000008195639
Q0GA42,Cell membrane,Signal peptide|Transmembrane domain,0.18039999902248383,0.2565999925136566,0.03590000048279762,0.7705000042915344,0.16419999301433563,0.0035000001080334187,0.4758000075817108,0.5788000226020813,0.44130000472068787,0.12460000067949295
P82349,Cell membrane,Signal peptide|Transmembrane domain,0.22269999980926514,0.18379999697208405,0.10119999945163727,0.7487000226974487,0.02160000056028366,0.0032999999821186066,0.2110999971628189,0.3343000113964081,0.4781000018119812,0.011300000362098217
Q7L5N1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.5605999827384949,0.5449000000953674,0.04989999905228615,0.10379999876022339,0.16099999845027924,0.009700000286102295,0.40059998631477356,0.2806999981403351,0.4668999910354614,0.013000000268220901
Q96S94,Nucleus,Nuclear localization signal,0.23029999434947968,0.9337000250816345,0.03319999948143959,0.13770000636577606,0.06350000202655792,0.00559999980032444,0.08340000361204147,0.02590000070631504,0.08590000122785568,0.012299999594688416
Q9CQ25,Cytoplasm,Nuclear export signal,0.5961999893188477,0.46560001373291016,0.12939999997615814,0.3077999949455261,0.31220000982284546,0.024000000208616257,0.266400009393692,0.20059999823570251,0.23260000348091125,0.1738000065088272
Q96P70,Cytoplasm|Nucleus,Nuclear export signal,0.6503999829292297,0.6460000276565552,0.03480000048875809,0.2628999948501587,0.14339999854564667,0.008100000210106373,0.33899998664855957,0.21480000019073486,0.3052999973297119,0.07000000029802322
P63086,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6355999708175659,0.7523000240325928,0.01940000057220459,0.22220000624656677,0.11869999766349792,0.007499999832361937,0.1062999963760376,0.11680000275373459,0.09799999743700027,0.0421999990940094
Q9UID3,Cytoplasm|Lysosome/Vacuole|Golgi apparatus,Nuclear export signal,0.5960999727249146,0.2304999977350235,0.1451999992132187,0.29100000858306885,0.1446000039577484,0.004600000102072954,0.3407999873161316,0.6064000129699707,0.7001000046730042,0.01640000008046627
Q9SE42,Cytoplasm,Peroxisomal targeting signal,0.5055999755859375,0.30230000615119934,0.04039999842643738,0.1363999992609024,0.5508000254631042,0.4478999972343445,0.04699999839067459,0.04919999837875366,0.026499999687075615,0.3422999978065491
Q01167,Nucleus,Nuclear localization signal|Nuclear export signal,0.40560001134872437,0.8689000010490417,0.04659999907016754,0.16830000281333923,0.12430000305175781,0.005100000184029341,0.07029999792575836,0.1348000019788742,0.1331000030040741,0.004000000189989805
P21708,Cytoplasm|Nucleus,Nuclear export signal,0.5990999937057495,0.7289000153541565,0.025499999523162842,0.23100000619888306,0.16009999811649323,0.004100000020116568,0.10320000350475311,0.16009999811649323,0.12800000607967377,0.0478999987244606
Q8CH72,Cytoplasm,Nuclear export signal,0.6958000063896179,0.430400013923645,0.06939999759197235,0.20280000567436218,0.16439999639987946,0.004999999888241291,0.14480000734329224,0.5565000176429749,0.3057999908924103,0.0357000008225441
P51788,Cell membrane,Transmembrane domain,0.1469999998807907,0.10019999742507935,0.014100000262260437,0.6859999895095825,0.24650000035762787,0.0026000000070780516,0.38589999079704285,0.40860000252723694,0.40959998965263367,0.010599999688565731
Q8BKC5,Cytoplasm|Nucleus,Nuclear export signal,0.7264999747276306,0.6917999982833862,0.025200000032782555,0.33000001311302185,0.13300000131130219,0.011800000444054604,0.20839999616146088,0.1453000009059906,0.2773999869823456,0.08349999785423279
Q9NXW9,Cytoplasm|Nucleus,Nuclear export signal,0.6103000044822693,0.6220999956130981,0.04410000145435333,0.12280000001192093,0.24490000307559967,0.00430000014603138,0.3116999864578247,0.17190000414848328,0.2680000066757202,0.017000000923871994
P86790,Lysosome/Vacuole,,0.3806999921798706,0.29910001158714294,0.06069999933242798,0.18729999661445618,0.1931000053882599,0.016200000420212746,0.4699000120162964,0.7868000268936157,0.2865999937057495,0.01590000092983246
P23610,Cytoplasm|Nucleus,Nuclear export signal,0.6000999808311462,0.5349000096321106,0.04899999871850014,0.2962000072002411,0.3723999857902527,0.0019000000320374966,0.1728000044822693,0.3492000102996826,0.25290000438690186,0.02539999969303608
Q9Y2Z0,Cytoplasm,Nuclear export signal,0.8133999705314636,0.41260001063346863,0.0551999993622303,0.18639999628067017,0.2732999920845032,0.01549999974668026,0.2671000063419342,0.3619000017642975,0.41350001096725464,0.07209999859333038
Q3UCQ1,Nucleus,Nuclear localization signal|Nuclear export signal,0.42149999737739563,0.8629000186920166,0.04410000145435333,0.1720000058412552,0.12139999866485596,0.0052999998442828655,0.07010000199079514,0.14669999480247498,0.14480000734329224,0.0044999998062849045
Q7L5D6,Cytoplasm,Nuclear export signal,0.6384000182151794,0.48559999465942383,0.026399999856948853,0.10159999877214432,0.1428000032901764,0.02500000037252903,0.491100013256073,0.5519999861717224,0.4652000069618225,0.18880000710487366
O75439,Mitochondrion,Mitochondrial transit peptide,0.1454000025987625,0.08950000256299973,0.06800000369548798,0.15960000455379486,0.9571999907493591,0.0015999999595806003,0.18369999527931213,0.13259999454021454,0.16009999811649323,0.15620000660419464
Q6RFH5,Nucleus,Nuclear localization signal,0.27720001339912415,0.9235000014305115,0.03629999980330467,0.06319999694824219,0.05209999904036522,0.0017999999690800905,0.06840000301599503,0.006500000134110451,0.05130000039935112,0.004000000189989805
Q9Y2U8,Nucleus|Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.17059999704360962,0.545799970626831,0.023099999874830246,0.1436000019311905,0.13930000364780426,0.02239999920129776,0.7339000105857849,0.15230000019073486,0.33550000190734863,0.03139999881386757
Q5VYK3,Cytoplasm,Nuclear export signal,0.5493999719619751,0.4142000079154968,0.06930000334978104,0.22370000183582306,0.17190000414848328,0.019999999552965164,0.421999990940094,0.41679999232292175,0.3970000147819519,0.12129999697208405
Q9Y2K2,Cytoplasm|Nucleus,Nuclear export signal,0.7340999841690063,0.5095000267028809,0.04019999876618385,0.32170000672340393,0.1257999986410141,0.009100000374019146,0.13819999992847443,0.27950000762939453,0.2012999951839447,0.021199999377131462
Q4AE70,Cytoplasm,Nuclear export signal,0.5370000004768372,0.49549999833106995,0.04129999876022339,0.30799999833106995,0.19900000095367432,0.010999999940395355,0.22269999980926514,0.35519999265670776,0.4023999869823456,0.04340000078082085
Q9BZM5,Cell membrane,,0.19679999351501465,0.060600001364946365,0.43549999594688416,0.7123000025749207,0.05050000175833702,0.000699999975040555,0.45410001277923584,0.39160001277923584,0.34709998965263367,0.007699999958276749
Q96T76,Cytoplasm,Nuclear export signal,0.6718000173568726,0.4724000096321106,0.06379999965429306,0.2168000042438507,0.15129999816417694,0.010300000198185444,0.4537000060081482,0.4749000072479248,0.3750999867916107,0.05469999834895134
Q9HD20,Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.14910000562667847,0.11490000039339066,0.016200000420212746,0.5184000134468079,0.1559000015258789,0.024299999698996544,0.7190999984741211,0.5900999903678894,0.6604999899864197,0.03959999978542328
Q5EA95,Cytoplasm,Nuclear export signal,0.6485999822616577,0.4146000146865845,0.04809999838471413,0.19789999723434448,0.05400000140070915,0.008999999612569809,0.0706000030040741,0.3165000081062317,0.22759999334812164,0.01979999989271164
Q969F1,Nucleus,Nuclear localization signal|Nuclear export signal,0.37709999084472656,0.9326000213623047,0.04960000142455101,0.061900001019239426,0.12460000067949295,0.007600000128149986,0.03709999844431877,0.05009999871253967,0.04410000145435333,0.01510000042617321
Q96E14,Cytoplasm|Nucleus,Nuclear export signal,0.6126000285148621,0.6912999749183655,0.019999999552965164,0.08730000257492065,0.2955000102519989,0.0017999999690800905,0.11349999904632568,0.19499999284744263,0.11630000174045563,0.017000000923871994
Q99615,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7106000185012817,0.6696000099182129,0.15049999952316284,0.2498999983072281,0.3061999976634979,0.016300000250339508,0.3912000060081482,0.1737000048160553,0.40799999237060547,0.004900000058114529
Q6ATR0,Nucleus,Nuclear localization signal,0.43540000915527344,0.8529000282287598,0.08320000022649765,0.04129999876022339,0.07559999823570251,0.08829999715089798,0.10379999876022339,0.03359999880194664,0.024000000208616257,0.07119999825954437
Q3TYA6,Nucleus,Nuclear localization signal,0.2946000099182129,0.9203000068664551,0.05860000103712082,0.1185000017285347,0.04179999977350235,0.019300000742077827,0.04699999839067459,0.09610000252723694,0.06080000102519989,0.0027000000700354576
Q9NVF7,Nucleus,Nuclear localization signal,0.3725999891757965,0.9013000130653381,0.027000000700354576,0.17399999499320984,0.15680000185966492,0.009499999694526196,0.061000000685453415,0.05090000107884407,0.04569999873638153,0.044599998742341995
Q6QNY1,Lysosome/Vacuole,,0.4291999936103821,0.37599998712539673,0.08470000326633453,0.35359999537467957,0.2759000062942505,0.007899999618530273,0.1590999960899353,0.5266000032424927,0.415800005197525,0.03229999914765358
Q9D1M4,Cytoplasm,Nuclear localization signal,0.8148999810218811,0.33629998564720154,0.1607999950647354,0.12639999389648438,0.23240000009536743,0.0013000000035390258,0.20960000157356262,0.09440000355243683,0.23579999804496765,0.03669999912381172
O43324,Cytoplasm,Nuclear localization signal,0.8172000050544739,0.34439998865127563,0.1696999967098236,0.12250000238418579,0.2223999947309494,0.0012000000569969416,0.24420000612735748,0.0940999984741211,0.251800000667572,0.032499998807907104
P52824,Cytoplasm,Nuclear export signal,0.7210000157356262,0.3546000123023987,0.056299999356269836,0.5221999883651733,0.17720000445842743,0.013000000268220901,0.3919000029563904,0.4178999960422516,0.3107999861240387,0.05790000036358833
Q6P5E8,Cytoplasm,Nuclear export signal,0.7193999886512756,0.3573000133037567,0.04280000180006027,0.5249999761581421,0.16760000586509705,0.02019999921321869,0.3898000121116638,0.4065999984741211,0.29980000853538513,0.0746999979019165
Q2TBK2,Mitochondrion,Mitochondrial transit peptide,0.16179999709129333,0.13950000703334808,0.07209999859333038,0.05429999902844429,0.9404000043869019,0.008500000461935997,0.06480000168085098,0.06480000168085098,0.12070000171661377,0.07540000230073929
Q96KQ7,Nucleus,Nuclear localization signal,0.17589999735355377,0.9753000140190125,0.03319999948143959,0.09149999916553497,0.039000000804662704,0.022700000554323196,0.05550000071525574,0.0210999995470047,0.01600000075995922,0.0017999999690800905
E3VXF2,Nucleus,Nuclear localization signal,0.31940001249313354,0.9074000120162964,0.019099999219179153,0.12219999730587006,0.05869999900460243,0.05869999900460243,0.027499999850988388,0.020500000566244125,0.029999999329447746,0.014499999582767487
Q16760,Cytoplasm|Cell membrane,Nuclear export signal,0.6776999831199646,0.3368000090122223,0.03060000017285347,0.5989000201225281,0.19280000030994415,0.020400000736117363,0.2802000045776367,0.5195000171661377,0.35040000081062317,0.017500000074505806
