epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,20,,,0.39385610818862915
0,20,0.485574871301651,,
1,41,,,0.3333502411842346
1,41,0.3566681444644928,,
2,49,,0.28259146213531494,
2,62,,,0.2914868891239166
2,62,0.30659303069114685,,
3,83,,,0.262489378452301
3,83,0.2727150321006775,,
4,99,,0.25647902488708496,
4,104,,,0.2383454293012619
4,104,0.24620024859905243,,
5,125,,,0.21769718825817108
5,125,0.2234770953655243,,
6,146,,,0.20101678371429443
6,146,0.2050400674343109,,
7,149,,0.1982695311307907,
7,167,,,0.18685060739517212
7,167,0.18964269757270813,,
8,188,,,0.17493154108524323
8,188,0.1767418086528778,,
9,199,,0.1866024285554886,
9,209,,,0.16491538286209106
9,209,0.1659080684185028,,
10,230,,,0.15592852234840393
10,230,0.156653493642807,,
11,249,,0.1565302312374115,
11,251,,,0.147944837808609
11,251,0.1482912302017212,,
12,272,,,0.14079684019088745
12,272,0.14106115698814392,,
13,293,,,0.13464196026325226
13,293,0.1347164809703827,,
14,299,,0.11426161229610443,
14,314,,,0.12880629301071167
14,314,0.12890012562274933,,
15,335,,,0.12394529581069946
15,335,0.12399029731750488,,
16,349,,0.1191415786743164,
16,356,,,0.11943517625331879
16,356,0.11939489096403122,,
17,377,,,0.11529965698719025
17,377,0.11553429067134857,,
18,398,,,0.11154817789793015
18,398,0.11177819222211838,,
19,399,,0.12007162719964981,
19,419,,,0.10838663578033447
19,419,0.10850667953491211,,
20,440,,,0.10515353083610535
20,440,0.10541164129972458,,
21,449,,0.11404408514499664,
21,461,,,0.10271523892879486
21,461,0.10260072350502014,,
22,482,,,0.09984559565782547
22,482,0.1001582145690918,,
23,499,,0.09485457837581635,
23,503,,,0.09757682681083679
23,503,0.09790752083063126,,
24,524,,,0.09545332938432693
24,524,0.09579356759786606,,
25,545,,,0.09365194290876389
25,545,0.09370652586221695,,
26,549,,0.077025406062603,
26,566,,,0.09140367060899734
26,566,0.09182001650333405,,
27,587,,,0.09006384760141373
27,587,0.09022828191518784,,
28,599,,0.10419823229312897,
28,608,,,0.08864906430244446
28,608,0.0885145515203476,,
29,629,,,0.08708855509757996
29,629,0.08705829083919525,,
30,649,,0.07258151471614838,
30,650,,,0.08570344746112823
30,650,0.08568821847438812,,
31,671,,,0.08452659845352173
31,671,0.0844576507806778,,
32,692,,,0.08353937417268753
32,692,0.08316455781459808,,
33,699,,0.08153040707111359,
33,713,,,0.08231959491968155
33,713,0.08186908811330795,,
34,734,,,0.08131197094917297
34,734,0.080648273229599,,
35,749,,0.07517393678426743,
35,755,,,0.08018901944160461
35,755,0.0795702412724495,,
36,776,,,0.07955481112003326
36,776,0.07848156988620758,,
37,797,,,0.07844183593988419
37,797,0.0774865597486496,,
38,799,,0.08008760213851929,
38,818,,,0.07772926986217499
38,818,0.07669836282730103,,
39,839,,,0.07655514031648636
39,839,0.07573208212852478,,
40,849,,0.06788641959428787,
40,860,,,0.07577750831842422
40,860,0.07468640059232712,,
41,881,,,0.07568614184856415
41,881,0.07388441264629364,,
42,899,,0.06938980519771576,
42,902,,,0.07428066432476044
42,902,0.07298261672258377,,
43,923,,,0.07353781908750534
43,923,0.0722532793879509,,
44,944,,,0.0729091539978981
44,944,0.07144726812839508,,
45,949,,0.06064048781991005,
45,965,,,0.07221665978431702
45,965,0.0707133412361145,,
46,986,,,0.07163405418395996
46,986,0.0699254646897316,,
47,999,,0.048671331256628036,
47,1007,,,0.07104615867137909
47,1007,0.06928588449954987,,
48,1028,,,0.07031740993261337
48,1028,0.06849832832813263,,
49,1049,,0.062026236206293106,
49,1049,,,0.06938786804676056
49,1049,0.06771651655435562,,
50,1070,,,0.06884939223527908
50,1070,0.06702490895986557,,
51,1091,,,0.06864533573389053
51,1091,0.06636843085289001,,
52,1099,,0.06320855766534805,
52,1112,,,0.06782817095518112
52,1112,0.06588096171617508,,
53,1133,,,0.06686414033174515
53,1133,0.06518594920635223,,
54,1149,,0.05736619234085083,
54,1154,,,0.06703516840934753
54,1154,0.06455404311418533,,
55,1175,,,0.06616436690092087
55,1175,0.06387592852115631,,
56,1196,,,0.06528327614068985
56,1196,0.06348824501037598,,
57,1199,,0.055717576295137405,
57,1217,,,0.06510540097951889
57,1217,0.06275688111782074,,
58,1238,,,0.06463950127363205
58,1238,0.06232635676860809,,
59,1249,,0.05824090540409088,
59,1259,,,0.06397978216409683
59,1259,0.061759788542985916,,
60,1280,,,0.06362438946962357
60,1280,0.061057254672050476,,
61,1299,,0.07474149763584137,
61,1301,,,0.06307695060968399
61,1301,0.060682326555252075,,
62,1322,,,0.06276798993349075
62,1322,0.06007707118988037,,
63,1343,,,0.06278860569000244
63,1343,0.059661865234375,,
64,1349,,0.05559198930859566,
64,1364,,,0.061307888478040695
64,1364,0.059344008564949036,,
65,1385,,,0.06175236403942108
65,1385,0.0585656464099884,,
66,1399,,0.05552245303988457,
66,1406,,,0.061253149062395096
66,1406,0.05804979056119919,,
67,1427,,,0.06041310727596283
67,1427,0.0576072596013546,,
68,1448,,,0.06100637838244438
68,1448,0.05717993527650833,,
69,1449,,0.06623900681734085,
69,1469,,,0.05978998914361
69,1469,0.05690893530845642,,
70,1490,,,0.05982391908764839
70,1490,0.05622868239879608,,
71,1499,,0.05976903438568115,
71,1511,,,0.05871279165148735
71,1511,0.05570903420448303,,
72,1532,,,0.05879369005560875
72,1532,0.05530602112412453,,
73,1549,,0.05900052562355995,
73,1553,,,0.05858016386628151
73,1553,0.054888419806957245,,
74,1574,,,0.05788551643490791
74,1574,0.05461205914616585,,
75,1595,,,0.0574384406208992
75,1595,0.0538981631398201,,
76,1599,,0.04518520087003708,
76,1616,,,0.057477254420518875
76,1616,0.05358371138572693,,
77,1637,,,0.05728653445839882
77,1637,0.05319972708821297,,
78,1649,,0.0679449737071991,
78,1658,,,0.05653802305459976
78,1658,0.052877239882946014,,
