epoch,step,train_loss_batch_epoch,train_loss_batch_step,val_loss
0,19,,,0.39694663882255554
0,19,0.5048701763153076,,
1,39,,,0.325085312128067
1,39,0.35406693816185,,
2,49,,0.3038148283958435,
2,59,,,0.2892550230026245
2,59,0.3046109080314636,,
3,79,,,0.2645197808742523
3,79,0.27459561824798584,,
4,99,,0.24029026925563812,
4,99,,,0.24479219317436218
4,99,0.2517761290073395,,
5,119,,,0.22827588021755219
5,119,0.23288603127002716,,
6,139,,,0.21319089829921722
6,139,0.21847978234291077,,
7,149,,0.19717860221862793,
7,159,,,0.20027267932891846
7,159,0.20487315952777863,,
8,179,,,0.18930307030677795
8,179,0.19259071350097656,,
9,199,,0.1811482161283493,
9,199,,,0.1797005534172058
9,199,0.18225988745689392,,
10,219,,,0.17138242721557617
10,219,0.17266160249710083,,
11,239,,,0.1642322987318039
11,239,0.16606572270393372,,
12,249,,0.14973026514053345,
12,259,,,0.15746738016605377
12,259,0.1579650640487671,,
13,279,,,0.15166567265987396
13,279,0.1520497053861618,,
14,299,,0.13900209963321686,
14,299,,,0.14637607336044312
14,299,0.1463598906993866,,
15,319,,,0.1412540078163147
15,319,0.140604168176651,,
16,339,,,0.1368745118379593
16,339,0.13458074629306793,,
17,349,,0.10269645601511002,
17,359,,,0.13234689831733704
17,359,0.13050012290477753,,
18,379,,,0.1288168579339981
18,379,0.12630924582481384,,
19,399,,0.12120001763105392,
19,399,,,0.12499164044857025
19,399,0.12275730073451996,,
20,419,,,0.12184067815542221
20,419,0.11849942058324814,,
21,439,,,0.11861419677734375
21,439,0.11562291532754898,,
22,449,,0.13507547974586487,
22,459,,,0.11583910137414932
22,459,0.1121629849076271,,
23,479,,,0.11354005336761475
23,479,0.11010013520717621,,
24,499,,0.11083311587572098,
24,499,,,0.11069880425930023
24,499,0.10724924504756927,,
25,519,,,0.10816969722509384
25,519,0.10461153835058212,,
26,539,,,0.106150783598423
26,539,0.10274598747491837,,
27,549,,0.09301214665174484,
27,559,,,0.103866808116436
27,559,0.10083410888910294,,
28,579,,,0.1014874130487442
28,579,0.09819464385509491,,
29,599,,0.08736617118120193,
29,599,,,0.09990184009075165
29,599,0.09622940421104431,,
30,619,,,0.09843519330024719
30,619,0.0942540168762207,,
31,639,,,0.09619268029928207
31,639,0.0927276462316513,,
32,649,,0.09260890632867813,
32,659,,,0.09459859877824783
32,659,0.0909411683678627,,
33,679,,,0.0929369330406189
33,679,0.08896254003047943,,
34,699,,0.0909830704331398,
34,699,,,0.09197612851858139
34,699,0.08802872151136398,,
35,719,,,0.08955677598714828
35,719,0.08641419559717178,,
36,739,,,0.08940816670656204
36,739,0.08507207781076431,,
37,749,,0.08188186585903168,
37,759,,,0.08726351708173752
